-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 12/31/2024 in LST
Location: latitude  32.9348   longitude 72.8576 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 448.45 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface Total PAR (kW-hr/m^2/day) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PSC                     MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
WSC                     MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Crop: 20-m broadleaf-deciduous trees (10%) & wheat (vegtype_12) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_PAR_TOT,T2M,T2M_MAX,T2M_MIN,TS,T2MWET,RH2M,PRECTOTCORR,T2MDEW,WS10M,WS10M_MAX,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UV_INDEX,QV2M,PSC,WSC
2020,9,28,5.32,5.43,4.72,2.12,0.63,2.39,25.64,30.23,20.31,23.66,21.52,61.08,0.0,17.4,1.32,2.13,95.67,9.11,1.41,13.06,90.2,1.08
2020,9,29,5.51,5.53,5.7,1.73,0.66,2.48,25.64,30.59,21.42,23.97,21.77,62.97,0.0,17.89,1.44,1.93,95.59,9.06,1.49,13.47,90.13,1.15
2020,9,30,5.57,5.6,6.16,1.61,0.67,2.54,25.18,30.34,20.49,23.64,21.12,62.05,0.0,17.06,1.7,2.46,95.5,8.98,1.61,12.78,90.03,1.43
2020,10,1,5.57,5.68,6.42,1.65,0.68,2.5,24.27,30.32,19.26,23.05,20.58,64.68,0.0,16.89,2.21,3.12,95.52,8.71,1.56,12.67,90.04,1.98
2020,10,2,5.97,5.99,8.08,1.14,0.73,2.65,23.82,30.4,17.28,22.5,19.66,61.68,0.0,15.5,2.19,3.21,95.57,8.26,1.67,11.57,90.07,2.03
2020,10,3,5.92,5.93,8.12,1.08,0.73,2.63,23.43,30.22,17.36,21.71,18.95,58.67,0.0,14.47,2.45,2.92,95.65,8.19,1.64,10.84,90.15,2.14
2020,10,4,5.77,5.8,7.57,1.26,0.72,2.54,23.5,30.85,17.59,21.5,18.08,52.44,0.0,12.65,1.76,2.68,95.75,8.18,1.06,9.61,90.23,1.54
2020,10,5,5.86,5.87,8.27,1.01,0.73,2.59,23.12,30.66,17.22,21.28,18.01,54.66,0.0,12.9,2.39,2.88,95.71,8.29,1.59,9.76,90.2,2.13
2020,10,6,5.77,5.78,7.82,1.14,0.73,2.53,23.63,30.9,16.52,21.09,17.59,48.88,0.0,11.54,1.52,2.92,95.72,8.37,1.54,8.92,90.21,1.37
2020,10,7,5.57,5.6,6.98,1.33,0.71,2.45,23.42,29.57,17.66,20.96,18.12,52.31,0.0,12.83,1.59,2.28,95.89,8.38,1.49,9.73,90.37,1.34
2020,10,8,5.49,5.51,6.75,1.37,0.7,2.41,23.96,30.09,18.62,21.48,18.59,52.04,0.0,13.22,1.38,1.9,95.93,8.29,1.44,9.97,90.42,1.11
2020,10,9,5.27,5.32,5.91,1.62,0.68,2.32,24.41,30.28,18.97,21.86,19.21,53.41,0.0,14.02,1.33,1.86,95.95,8.41,1.36,10.48,90.44,1.06
2020,10,10,5.41,5.42,6.62,1.41,0.7,2.38,24.4,31.06,19.46,22.15,19.46,55.39,0.0,14.52,1.7,2.23,95.85,8.34,1.4,10.84,90.35,1.42
2020,10,11,5.28,5.31,6.07,1.59,0.69,2.33,24.32,30.94,18.57,21.48,18.49,49.97,0.0,12.67,1.5,2.49,95.62,8.31,1.4,9.62,90.14,1.28
2020,10,12,4.87,5.18,4.59,2.22,0.64,2.16,24.59,31.01,19.16,21.6,18.46,47.57,0.0,12.34,1.37,2.33,95.5,8.55,1.35,9.45,90.02,1.11
2020,10,13,4.93,5.04,4.97,1.81,0.65,2.19,22.98,29.67,17.94,21.37,18.25,57.08,0.0,13.52,2.01,3.33,95.66,8.73,1.3,10.2,90.15,1.87
2020,10,14,5.35,5.36,7.08,1.24,0.72,2.35,21.88,29.44,16.54,20.3,17.28,58.0,0.0,12.68,2.94,3.98,95.8,8.02,1.39,9.63,90.26,2.72
2020,10,15,5.42,5.43,7.52,1.14,0.73,2.35,21.85,29.75,15.17,19.57,16.29,51.12,0.0,10.73,2.35,2.83,95.82,7.79,1.41,8.48,90.28,2.07
2020,10,16,5.42,5.45,7.9,1.03,0.74,2.36,21.49,29.16,15.3,19.51,16.26,53.11,0.0,11.02,2.32,2.78,95.73,7.82,1.39,8.63,90.19,2.04
2020,10,17,5.31,5.32,7.47,1.1,0.73,2.31,22.42,29.6,16.16,19.88,16.83,50.81,0.0,11.23,1.67,2.66,95.78,7.76,1.34,8.76,90.25,1.47
2020,10,18,5.17,5.2,6.69,1.34,0.71,2.21,22.05,29.58,16.71,19.52,16.59,51.56,0.0,11.12,2.39,3.2,95.81,7.72,1.21,8.69,90.27,2.06
2020,10,19,5.19,5.2,6.95,1.27,0.72,2.2,21.87,29.12,14.32,19.0,15.4,46.07,0.0,8.93,1.74,3.0,95.74,7.63,1.22,7.51,90.2,1.52
2020,10,20,5.06,5.09,6.43,1.37,0.71,2.11,22.37,28.35,16.87,18.31,15.37,41.65,0.0,8.38,1.09,2.04,95.73,7.75,1.23,7.27,90.2,0.82
2020,10,21,4.77,4.83,5.41,1.65,0.67,2.01,20.81,27.03,14.69,18.26,15.32,51.04,0.0,9.83,1.76,2.56,95.89,7.66,1.11,7.94,90.32,1.49
2020,10,22,4.81,4.83,5.84,1.44,0.68,2.04,21.27,28.09,15.91,18.67,15.97,52.44,0.0,10.66,1.69,2.44,95.82,7.59,1.09,8.4,90.26,1.44
2020,10,23,4.76,4.82,5.75,1.55,0.68,2.01,21.86,27.72,16.84,18.46,15.93,47.83,0.0,10.0,1.14,2.07,95.72,7.6,1.1,8.06,90.18,0.91
2020,10,24,4.56,4.57,4.85,1.68,0.66,1.9,21.44,27.7,15.03,18.36,15.43,48.12,0.0,9.42,1.47,2.48,95.74,7.44,0.96,7.77,90.19,1.19
2020,10,25,3.69,4.01,2.02,2.24,0.54,1.55,18.64,25.84,12.85,17.1,14.49,60.97,2.44,10.35,2.2,3.36,96.03,7.87,0.71,8.23,90.41,2.09
2020,10,26,4.84,4.84,6.19,1.42,0.71,2.05,17.49,25.52,12.27,16.51,13.37,60.55,0.0,9.25,3.6,4.81,96.3,7.17,1.04,7.61,90.64,3.44
2020,10,27,5.08,5.1,7.59,1.05,0.75,2.11,18.31,26.56,10.99,16.37,12.86,51.59,0.0,7.41,2.62,3.48,96.12,7.1,1.07,6.73,90.49,2.43
2020,10,28,4.69,4.72,5.91,1.47,0.7,1.98,19.54,26.35,13.94,16.77,13.67,47.83,0.0,7.8,1.98,2.6,96.12,7.63,0.97,6.94,90.52,1.67
2020,10,29,4.41,4.46,4.84,1.61,0.66,1.87,18.63,26.32,12.86,16.71,13.55,54.21,0.0,8.47,2.49,3.68,96.31,7.39,0.84,7.22,90.68,2.18
2020,10,30,4.56,4.59,5.66,1.48,0.69,1.92,18.98,27.25,12.77,16.86,13.59,51.55,0.0,8.2,2.51,3.86,96.36,7.03,0.82,7.12,90.73,2.4
2020,10,31,4.99,5.04,7.85,0.93,0.76,2.04,16.65,25.57,10.71,15.36,11.8,55.48,0.0,6.96,3.29,3.83,96.29,6.62,0.96,6.52,90.62,3.16
2020,11,1,4.93,5.2,7.65,1.02,0.76,2.01,16.99,26.29,10.69,15.54,11.62,51.69,0.0,6.25,3.3,4.07,96.25,7.07,0.98,6.23,90.59,3.17
2020,11,2,4.85,4.89,7.26,1.08,0.75,1.97,19.51,27.61,12.33,16.58,13.18,45.65,0.14,6.85,1.54,3.06,96.31,7.49,0.99,6.5,90.7,1.33
2020,11,3,4.55,4.58,5.81,1.41,0.71,1.82,19.88,27.18,14.44,16.73,13.9,47.59,0.0,7.91,1.67,2.31,96.27,7.56,0.88,6.96,90.66,1.37
2020,11,4,4.57,4.68,5.98,1.36,0.72,1.83,19.69,26.93,13.43,16.44,13.42,46.27,0.0,7.16,1.59,2.37,96.15,7.61,0.88,6.62,90.55,1.32
2020,11,5,4.12,4.39,4.9,1.47,0.66,1.65,18.89,26.37,12.23,15.82,12.58,46.15,0.0,6.28,1.87,2.7,96.3,7.7,0.62,6.21,90.67,1.58
2020,11,6,4.37,4.46,5.82,1.32,0.7,1.76,17.91,25.91,12.81,15.31,12.38,50.02,0.0,6.85,2.61,4.09,96.63,7.88,0.83,6.46,90.96,2.2
2020,11,7,4.43,4.54,6.47,1.19,0.72,1.79,17.34,25.69,10.62,14.89,11.8,49.84,0.0,6.25,2.88,4.19,96.66,7.55,0.71,6.2,90.98,2.49
2020,11,8,4.37,4.52,5.98,1.26,0.71,1.74,18.65,26.11,13.19,15.18,12.28,44.57,0.0,5.92,1.48,2.14,96.65,7.94,0.83,6.04,91.0,1.19
2020,11,9,4.02,4.13,5.11,1.38,0.66,1.65,18.52,25.17,13.13,15.32,12.61,47.12,0.0,6.7,1.22,1.75,96.54,7.83,0.78,6.37,90.9,0.98
2020,11,10,3.01,3.7,1.9,1.86,0.5,1.26,18.33,24.0,15.29,15.58,13.03,50.9,0.0,7.73,1.27,2.04,96.49,7.9,0.61,6.83,90.84,1.04
2020,11,11,3.2,3.5,2.15,1.94,0.53,1.3,17.46,23.16,13.47,14.22,12.44,52.61,0.0,7.41,1.46,2.16,96.65,7.96,0.58,6.68,90.98,1.22
2020,11,12,3.22,3.66,2.32,1.86,0.54,1.32,17.81,24.97,11.83,15.05,12.27,50.21,0.0,6.72,1.47,2.51,96.73,7.72,0.61,6.36,91.06,1.25
2020,11,13,3.43,3.62,3.18,1.67,0.58,1.43,17.99,24.55,13.56,15.83,12.87,52.37,0.01,7.75,1.59,3.02,96.57,7.66,0.63,6.85,90.91,1.26
2020,11,14,1.56,3.31,0.08,1.37,0.27,0.71,17.12,21.64,14.64,15.78,13.14,60.53,0.59,9.17,1.77,3.08,96.28,8.19,0.37,7.57,90.62,1.82
2020,11,15,0.72,2.08,0.04,0.61,0.12,0.32,12.91,15.58,10.09,12.27,12.0,88.75,46.56,11.08,2.64,5.25,96.36,8.47,0.11,8.58,90.62,2.41
2020,11,16,3.36,3.66,3.67,1.47,0.58,1.41,12.38,18.71,8.44,12.08,10.68,80.97,0.39,8.98,2.44,3.89,96.69,7.07,0.57,7.42,90.91,2.46
2020,11,17,4.01,4.03,6.43,0.96,0.7,1.69,11.6,19.77,6.64,11.18,8.55,68.89,0.04,5.5,3.68,4.61,96.47,6.45,0.67,5.86,90.69,3.8
2020,11,18,3.99,3.99,6.29,1.02,0.7,1.66,12.24,20.07,6.57,10.93,8.31,61.29,0.0,4.4,2.33,3.28,96.19,6.41,0.65,5.46,90.44,2.16
2020,11,19,3.28,3.57,3.7,1.43,0.58,1.37,13.16,19.12,9.39,11.7,9.38,61.52,0.02,5.61,1.81,2.94,96.29,6.81,0.53,5.92,90.56,1.56
2020,11,20,3.99,4.01,6.7,0.89,0.71,1.68,11.22,18.69,6.65,10.44,7.85,65.01,0.33,4.48,3.98,5.35,96.59,6.44,0.6,5.45,90.8,3.9
2020,11,21,4.15,4.25,7.77,0.79,0.74,1.77,9.79,18.32,4.5,8.87,5.19,56.01,0.0,0.6,4.08,5.56,96.54,6.33,0.6,4.14,90.72,4.01
2020,11,22,2.05,3.85,0.62,1.74,0.37,0.93,11.05,17.32,5.48,9.87,6.32,54.36,0.03,1.6,2.69,3.45,96.53,7.44,0.38,4.52,90.74,2.59
2020,11,23,1.18,3.29,0.11,1.02,0.21,0.56,11.11,14.46,8.94,10.65,9.91,85.4,1.37,8.72,3.03,4.38,96.66,8.15,0.24,7.3,90.86,3.18
2020,11,24,1.86,2.84,0.36,1.54,0.34,0.81,12.01,18.0,8.7,11.75,10.32,81.34,1.91,8.64,2.46,3.48,96.62,8.03,0.28,7.25,90.84,2.56
2020,11,25,0.83,2.96,0.14,0.7,0.15,0.41,10.79,13.35,9.16,10.47,9.76,87.31,12.62,8.73,2.52,3.84,96.65,8.44,0.16,7.29,90.84,2.41
2020,11,26,3.5,3.51,4.94,1.17,0.65,1.48,10.47,17.05,6.62,10.35,8.98,83.3,0.49,7.48,3.56,6.49,97.04,6.89,0.45,6.67,91.21,3.44
2020,11,27,3.68,3.82,6.87,0.8,0.68,1.57,10.34,18.83,5.19,9.66,6.42,61.27,0.0,2.5,4.06,5.0,97.1,6.61,0.37,4.73,91.26,4.23
2020,11,28,3.73,3.83,6.38,0.96,0.7,1.61,12.04,20.28,6.87,11.17,7.83,58.32,0.0,3.63,3.93,4.66,96.8,7.01,0.61,5.17,91.01,4.07
2020,11,29,3.37,3.8,5.0,1.34,0.63,1.51,14.2,22.64,8.1,12.72,9.62,56.48,0.0,5.03,2.57,3.86,96.58,7.28,0.6,5.7,90.85,2.68
2020,11,30,3.75,3.8,7.24,0.59,0.71,1.68,13.12,21.2,8.02,12.2,9.61,64.4,0.0,6.1,3.12,3.79,96.58,7.31,0.64,6.16,90.83,3.01
2020,12,1,3.65,3.7,6.56,0.76,0.69,1.6,14.59,22.47,9.99,13.12,10.54,59.99,0.0,6.49,2.89,4.17,96.57,7.27,0.65,6.27,90.84,2.82
2020,12,2,3.62,3.69,6.44,0.8,0.69,1.58,13.83,22.15,9.14,12.39,10.51,66.05,0.01,7.19,3.33,4.73,96.43,7.13,0.62,6.63,90.69,3.05
2020,12,3,3.48,3.58,5.71,0.94,0.66,1.5,15.78,23.74,9.23,13.03,11.17,56.01,0.0,6.57,2.34,3.11,96.24,7.21,0.54,6.37,90.56,2.07
2020,12,4,3.13,3.18,4.15,1.23,0.6,1.34,16.66,22.78,12.61,13.32,12.02,54.94,0.01,7.38,1.62,2.67,96.14,7.35,0.5,6.74,90.48,1.31
2020,12,5,2.95,3.07,3.3,1.4,0.57,1.25,15.56,20.85,11.36,13.08,11.81,61.54,0.0,8.06,1.98,2.92,96.21,7.29,0.5,7.03,90.52,1.7
2020,12,6,2.78,2.9,2.55,1.5,0.54,1.15,15.75,22.52,12.2,13.55,12.04,62.79,0.0,8.32,1.64,3.34,96.48,7.35,0.45,7.13,90.78,1.56
2020,12,7,2.56,3.09,2.06,1.56,0.5,1.12,15.85,22.46,11.09,14.27,12.16,63.14,0.3,8.47,1.88,2.97,96.55,8.04,0.5,7.18,90.85,1.75
2020,12,8,1.04,2.54,0.21,0.87,0.2,0.48,13.51,18.23,11.67,12.51,11.67,79.15,12.06,9.82,2.5,3.44,96.58,8.41,0.2,7.87,90.83,2.41
2020,12,9,2.28,2.73,1.21,1.6,0.44,0.98,13.95,20.56,9.82,13.4,12.01,78.67,0.68,10.07,2.45,3.49,96.51,7.82,0.37,8.01,90.77,2.37
2020,12,10,3.37,3.37,5.46,0.97,0.66,1.45,12.69,20.28,8.49,12.15,10.82,80.01,0.01,8.96,2.41,3.45,96.45,6.9,0.51,7.43,90.69,2.43
2020,12,11,0.69,3.11,0.06,0.61,0.14,0.35,10.54,17.34,6.98,9.94,8.5,76.93,6.76,6.45,3.78,6.88,96.34,7.89,0.15,6.27,90.55,3.35
2020,12,12,1.89,3.21,1.65,1.29,0.37,0.84,10.06,15.19,5.3,9.99,8.65,83.49,8.47,7.23,2.1,4.45,96.38,7.8,0.32,6.62,90.58,1.86
2020,12,13,3.02,3.27,4.08,1.21,0.6,1.29,9.97,15.58,6.23,9.57,8.96,87.81,26.16,7.95,2.4,3.9,96.36,6.95,0.41,6.93,90.56,2.2
2020,12,14,2.0,3.14,2.1,1.09,0.4,0.86,10.37,16.33,6.24,8.21,7.91,74.15,1.3,5.45,1.37,2.13,96.44,7.38,0.32,5.85,90.64,1.09
2020,12,15,1.86,3.39,2.56,1.04,0.37,0.79,8.13,14.84,4.03,7.11,5.71,73.66,0.0,3.3,2.28,3.31,96.63,7.49,0.31,5.01,90.78,2.19
2020,12,16,3.14,3.17,4.25,1.2,0.62,1.27,6.9,14.86,2.19,6.21,4.29,73.05,0.0,1.67,3.08,3.63,96.93,6.17,0.42,4.45,91.03,3.04
2020,12,17,3.58,3.7,7.14,0.63,0.71,1.51,5.82,13.97,0.71,5.0,2.41,63.62,0.0,-1.01,3.88,4.82,96.87,5.88,0.55,3.69,90.95,3.82
2020,12,18,3.72,3.79,7.59,0.55,0.74,1.59,6.13,15.17,0.91,4.9,2.06,58.56,0.0,-2.01,4.11,5.38,96.69,6.18,0.56,3.43,90.78,4.07
2020,12,19,3.59,3.66,6.89,0.69,0.71,1.55,7.43,17.28,1.65,5.78,2.84,54.85,0.0,-1.75,3.45,3.91,96.74,6.36,0.5,3.53,90.86,3.3
2020,12,20,3.18,3.44,4.31,1.44,0.63,1.38,9.79,18.09,4.93,8.05,5.39,56.38,0.0,1.0,2.83,3.21,96.77,6.73,0.45,4.32,90.94,2.81
2020,12,21,3.14,3.27,4.53,1.14,0.62,1.33,11.03,19.11,6.42,9.88,7.92,67.58,0.0,4.82,2.99,3.3,96.48,6.79,0.4,5.64,90.69,2.86
2020,12,22,3.48,3.52,5.98,0.9,0.69,1.48,11.06,19.61,6.19,9.97,8.39,71.78,0.0,5.71,3.18,3.58,96.39,6.6,0.42,5.96,90.6,3.02
2020,12,23,3.53,3.57,6.51,0.76,0.7,1.5,11.46,19.01,7.08,9.27,7.88,62.97,0.0,4.29,1.88,3.11,96.33,6.44,0.44,5.41,90.56,1.67
2020,12,24,3.19,3.3,4.57,1.17,0.63,1.33,11.26,19.14,7.2,8.96,6.9,56.82,0.0,2.55,2.0,2.79,96.37,6.63,0.4,4.78,90.59,1.79
2020,12,25,2.81,3.45,3.19,1.4,0.56,1.2,9.87,17.79,6.25,7.63,6.17,61.76,0.0,2.48,2.51,3.01,96.52,6.91,0.45,4.78,90.7,2.25
2020,12,26,3.08,3.28,4.21,1.16,0.61,1.29,11.01,18.75,5.91,7.82,6.23,53.08,0.0,1.45,1.83,2.49,96.32,6.77,0.48,4.44,90.54,1.54
2020,12,27,0.9,2.79,0.17,0.76,0.18,0.43,7.03,11.16,3.92,6.09,5.43,80.86,5.27,3.83,2.94,4.38,96.01,7.96,0.2,5.26,90.17,2.82
2020,12,28,2.37,2.56,1.45,1.55,0.47,0.95,7.3,12.97,2.95,5.81,5.96,84.12,0.08,4.63,2.32,3.91,96.43,6.88,0.27,5.51,90.57,2.02
2020,12,29,2.92,2.92,3.21,1.39,0.57,1.17,7.36,14.23,3.49,6.84,5.14,75.76,0.0,2.92,3.72,5.26,96.64,6.23,0.34,4.88,90.76,3.75
2020,12,30,3.56,3.58,6.12,0.9,0.7,1.48,6.62,15.91,1.49,5.6,3.05,63.42,0.01,-0.52,3.38,3.9,96.71,5.98,0.45,3.82,90.82,3.27
2020,12,31,3.54,3.81,6.2,1.1,0.69,1.48,6.81,16.94,0.8,5.53,2.67,58.11,0.0,-1.48,3.46,3.81,96.63,6.05,0.46,3.58,90.75,3.47
2021,1,1,3.51,3.55,5.86,0.97,0.69,1.44,9.86,18.09,3.31,6.28,3.87,44.87,0.0,-2.12,2.02,3.63,96.46,6.12,0.44,3.41,90.65,1.83
2021,1,2,3.12,3.4,4.37,1.21,0.61,1.26,10.05,17.86,6.01,6.74,5.11,51.53,0.0,0.17,1.89,2.95,96.5,6.51,0.42,4.07,90.69,1.62
2021,1,3,1.77,2.29,0.61,1.35,0.34,0.71,10.38,14.75,6.45,8.09,7.34,66.98,0.83,4.3,1.96,2.61,96.3,7.77,0.21,5.5,90.51,1.79
2021,1,4,1.12,2.06,0.21,0.92,0.22,0.47,12.71,17.13,9.36,12.28,12.25,93.99,9.17,11.8,2.25,3.1,96.41,8.41,0.14,9.01,90.65,2.29
2021,1,5,1.07,2.23,0.16,0.87,0.21,0.46,12.43,14.67,11.12,12.19,12.18,96.45,53.8,11.92,2.71,5.03,96.28,8.42,0.16,9.06,90.53,2.52
2021,1,6,2.71,2.85,2.76,1.35,0.52,1.11,11.54,16.46,7.39,11.48,10.47,87.38,4.2,9.4,1.9,3.1,96.37,7.22,0.34,7.67,90.59,1.89
2021,1,7,3.05,3.19,3.74,1.31,0.58,1.27,11.32,17.37,6.08,9.36,8.76,73.05,0.0,6.21,1.47,2.9,96.27,6.78,0.39,6.16,90.5,1.34
2021,1,8,1.88,2.73,1.58,1.13,0.36,0.78,10.11,16.6,6.23,8.5,8.09,77.71,0.05,6.08,2.01,3.08,96.24,7.48,0.26,6.11,90.44,1.82
2021,1,9,3.16,3.54,4.6,1.15,0.6,1.33,8.7,16.23,4.61,7.82,6.34,74.33,0.0,3.99,3.37,4.68,96.47,6.83,0.48,5.28,90.63,3.2
2021,1,10,3.33,3.65,5.43,1.01,0.63,1.4,8.72,17.63,3.66,7.63,5.45,65.69,0.01,2.17,3.31,4.21,96.43,6.7,0.5,4.66,90.59,3.25
2021,1,11,3.17,4.0,5.56,1.04,0.59,1.33,9.86,18.84,5.39,8.01,6.02,60.73,0.0,2.17,2.61,3.69,96.43,6.89,0.55,4.67,90.62,2.49
2021,1,12,3.36,4.15,6.36,0.88,0.63,1.41,8.15,17.77,2.42,6.85,4.46,61.95,0.0,0.76,3.33,3.62,96.47,6.94,0.61,4.23,90.62,3.21
2021,1,13,3.29,4.18,5.78,0.98,0.61,1.38,8.19,17.51,1.95,6.23,4.35,60.13,0.0,0.52,3.06,3.58,96.36,7.22,0.58,4.2,90.52,2.75
2021,1,14,2.43,4.05,1.68,1.9,0.45,1.06,9.35,17.52,3.95,7.43,5.38,59.77,0.0,1.41,2.13,3.09,96.37,7.67,0.54,4.51,90.55,2.0
2021,1,15,2.93,3.9,4.03,1.21,0.54,1.25,9.6,17.52,4.29,7.39,5.65,60.03,0.0,1.71,2.17,3.19,96.26,7.48,0.65,4.51,90.45,1.95
2021,1,16,3.32,3.93,4.98,1.15,0.61,1.39,9.16,17.97,3.51,7.3,5.93,66.1,0.0,2.71,3.27,4.45,96.17,7.24,0.69,4.9,90.36,2.95
2021,1,17,2.44,3.73,3.21,1.05,0.44,1.04,10.43,16.98,6.15,7.0,6.89,62.19,0.0,3.34,1.76,3.41,96.25,7.56,0.54,5.09,90.46,1.38
2021,1,18,2.75,3.24,2.45,1.47,0.5,1.15,9.72,16.2,5.39,6.87,6.78,68.87,0.0,3.84,1.65,3.11,96.58,7.46,0.52,5.21,90.76,1.42
2021,1,19,3.73,3.75,5.41,1.16,0.67,1.58,9.87,18.71,4.07,8.35,6.73,67.11,0.0,3.58,3.0,3.6,96.34,6.58,0.74,5.16,90.53,2.85
2021,1,20,4.09,4.1,7.21,0.84,0.73,1.75,10.2,19.76,5.1,8.99,7.03,66.86,0.0,3.87,3.96,4.85,96.38,6.46,0.74,5.28,90.58,4.02
2021,1,21,4.22,4.23,7.51,0.84,0.74,1.77,10.49,19.56,4.14,8.48,6.24,57.51,0.0,2.0,3.02,3.83,96.17,6.37,0.78,4.66,90.39,2.81
2021,1,22,3.08,3.55,1.85,2.06,0.54,1.34,9.92,15.57,5.3,8.02,6.93,67.62,0.06,3.95,3.38,5.47,96.07,7.25,0.65,5.35,90.28,3.4
2021,1,23,3.2,3.51,2.28,1.94,0.56,1.29,10.92,16.79,7.07,9.37,8.06,69.68,1.95,5.21,2.95,4.85,96.0,6.87,0.47,5.76,90.24,2.77
2021,1,24,3.9,3.91,5.13,1.37,0.67,1.59,9.27,17.83,3.42,7.47,5.33,61.85,0.0,1.39,2.2,3.19,96.47,6.01,0.57,4.39,90.64,1.97
2021,1,25,4.17,4.17,6.57,1.04,0.71,1.73,9.63,18.46,4.08,7.5,4.95,54.09,0.0,0.27,2.44,3.01,96.56,6.01,0.58,4.06,90.74,2.14
2021,1,26,4.34,4.35,7.19,0.95,0.74,1.78,9.84,18.13,4.75,7.54,5.22,54.66,0.0,0.6,2.21,2.94,96.51,5.86,0.71,4.16,90.7,1.94
2021,1,27,4.49,4.51,8.14,0.74,0.76,1.86,9.18,18.49,3.79,7.82,5.34,61.32,0.0,1.49,2.88,3.67,96.52,5.8,0.73,4.45,90.69,2.78
2021,1,28,4.49,4.49,8.04,0.76,0.75,1.86,11.01,19.31,3.3,8.09,5.37,48.49,0.0,-0.27,1.64,3.35,96.55,5.85,0.7,3.89,90.76,1.49
2021,1,29,4.35,4.41,6.84,1.05,0.72,1.77,9.92,18.07,4.97,7.49,5.45,55.64,0.0,0.98,2.6,3.27,96.71,5.9,0.63,4.28,90.88,2.25
2021,1,30,4.18,4.44,5.47,1.6,0.69,1.73,9.21,18.57,2.91,7.59,5.15,59.37,0.0,1.1,3.24,4.07,96.54,6.21,0.86,4.33,90.71,2.95
2021,1,31,4.06,4.17,4.99,1.51,0.66,1.72,12.47,19.69,6.07,9.69,6.83,47.86,0.0,1.18,1.6,2.78,96.51,6.59,0.81,4.35,90.75,1.37
2021,2,1,4.12,4.16,4.96,1.51,0.67,1.71,11.71,19.77,6.09,10.39,8.44,66.46,0.0,5.16,2.56,3.53,96.8,6.41,0.64,5.74,91.0,2.39
2021,2,2,3.62,4.13,3.21,1.88,0.58,1.55,11.31,18.33,5.78,9.55,8.13,66.34,0.0,4.96,2.36,3.16,96.49,6.74,0.61,5.69,90.71,2.17
2021,2,3,3.53,3.77,2.79,1.88,0.56,1.46,13.09,19.28,7.99,10.57,9.38,62.11,0.03,5.67,2.21,3.69,96.45,6.79,0.49,5.94,90.7,1.89
2021,2,4,3.69,3.94,3.33,1.76,0.59,1.56,11.85,17.98,7.43,10.53,8.84,67.87,0.07,5.82,2.46,4.0,96.63,6.85,0.56,5.98,90.85,2.1
2021,2,5,3.85,4.05,3.89,1.69,0.61,1.61,11.28,17.93,6.02,9.85,8.31,68.43,0.0,5.33,1.44,2.86,96.72,6.72,0.58,5.78,90.92,1.25
2021,2,6,4.49,4.51,6.35,1.21,0.7,1.88,10.77,18.8,4.9,9.52,7.7,67.94,0.0,4.63,2.78,3.76,96.72,6.7,0.66,5.52,90.91,2.46
